"transcript_id" "gene_id" "gene_name"
"32022" "ENSDART00000111335.3" "ENSDARG00000098788" "pcdh2g28_t10"
"32023" "ENSDART00000111374.4" "ENSDARG00000074552" "ndufs7_t1"
"32024" "ENSDART00000111388.5" "ENSDARG00000075158" "IGDCC3"
"32025" "ENSDART00000111397.4" "ENSDARG00000073870" "GDPD2_t2"
"32026" "ENSDART00000111430.2" "ENSDARG00000076228" "kif2c_t3"
"32027" "ENSDART00000111435.4" "ENSDARG00000075139" "HDAC5_t2"
"32028" "ENSDART00000111444.5" "ENSDARG00000076143" "PPIP5K1"
"32029" "ENSDART00000111454.5" "ENSDARG00000080019" "UBA6_t2"
"32030" "ENSDART00000111458.3" "ENSDARG00000078741" "FRMD1"
"32031" "ENSDART00000111472.3" "ENSDARG00000079015" "brca2"
"32032" "ENSDART00000111480.5" "ENSDARG00000077912" "unknown.9957"
"32033" "ENSDART00000111486.4" "ENSDARG00000076334" "mrpl43"
"32034" "ENSDART00000111494.5" "ENSDARG00000079712" "gal3st4"
"32035" "ENSDART00000111539.4" "ENSDARG00000077826" "unknown.9958"
"32036" "ENSDART00000111542.5" "ENSDARG00000079900" "unknown.9959"
"32037" "ENSDART00000111567.4" "ENSDARG00000061375" "sgpl1_t3"
"32038" "ENSDART00000111580.4" "ENSDARG00000076393" "tmem65"
"32039" "ENSDART00000111617.3" "ENSDARG00000073847" "RBM15"
"32040" "ENSDART00000111623.4" "ENSDARG00000079110" "cluap1_t2"
"32041" "ENSDART00000111636.4" "ENSDARG00000076302" "dtx4a"
"32042" "ENSDART00000111642.2" "ENSDARG00000076351" "brinp3a.1"
"32043" "ENSDART00000111646.5" "ENSDARG00000073737" "suds3_g2t2"
"32044" "ENSDART00000111651.5" "ENSDARG00000078442" "unknown.9960"
"32045" "ENSDART00000111666.3" "ENSDARG00000074697" "npdc1a"
"32046" "ENSDART00000111671.3" "ENSDARG00000075754" "mri1"
"32047" "ENSDART00000111680.4" "ENSDARG00000077709" "IQSEC2_g1t2"
"32048" "ENSDART00000111681.4" "ENSDARG00000079382" "hdx"
"32049" "ENSDART00000111717.4" "ENSDARG00000074396" "fscn2b"
"32050" "ENSDART00000111754.4" "ENSDARG00000077431" "USF3"
"32051" "ENSDART00000111853.5" "ENSDARG00000063069" "gripap1_t2"
"32052" "ENSDART00000111856.4" "ENSDARG00000078866" "SDK1"
"32053" "ENSDART00000111858.4" "ENSDARG00000079391" "mrpl42"
"32054" "ENSDART00000111923.5" "ENSDARG00000077842" "AJUBA"
"32055" "ENSDART00000111962.6" "ENSDARG00000044143" "nol8"
"32056" "ENSDART00000111982.4" "ENSDARG00000012138" "sgce_t3"
"32057" "ENSDART00000111986.4" "ENSDARG00000075025" "cdc123_t2"
"32058" "ENSDART00000112003.4" "ENSDARG00000075133" "ADGRB1_g2t1"
"32059" "ENSDART00000112028.4" "ENSDARG00000077112" "unknown.9961"
"32060" "ENSDART00000112067.4" "ENSDARG00000079327" "unknown.9962"
"32061" "ENSDART00000112068.4" "ENSDARG00000075161" "defbl1"
"32062" "ENSDART00000112124.5" "ENSDARG00000076564" "HSPG2_t2"
"32063" "ENSDART00000112131.4" "ENSDARG00000079671" "PLPPR4_g2t1"
"32064" "ENSDART00000112149.3" "ENSDARG00000076332" "unknown.9963"
"32065" "ENSDART00000112167.4" "ENSDARG00000075323" "srfbp1"
"32066" "ENSDART00000112170.4" "ENSDARG00000076873" "AJM1"
"32067" "ENSDART00000112210.4" "ENSDARG00000045870" "plekha5_t4"
"32068" "ENSDART00000112356.4" "ENSDARG00000078502" "unknown.9964"
"32069" "ENSDART00000112375.4" "ENSDARG00000076962" "GDPD5_g2t5"
"32070" "ENSDART00000112384.4" "ENSDARG00000076490" "ANKRD40"
"32071" "ENSDART00000112441.4" "ENSDARG00000075685" "FRMPD4"
"32072" "ENSDART00000112450.4" "ENSDARG00000076411" "CAVIN1"
"32073" "ENSDART00000112453.3" "ENSDARG00000056112" "pikfyve_t5"
"32074" "ENSDART00000112455.4" "ENSDARG00000073931" "unknown.9965"
"32075" "ENSDART00000112487.2" "ENSDARG00000112263" "chrne_g1t1"
"32076" "ENSDART00000112803.4" "ENSDARG00000079220" "WDR20_g2t1"
"32077" "ENSDART00000112808.5" "ENSDARG00000077084" "col28a1a_t2"
"32078" "ENSDART00000112853.4" "ENSDARG00000078139" "appl2"
"32079" "ENSDART00000112860.3" "ENSDARG00000008720" "lmo3_t3"
"32080" "ENSDART00000112875.3" "ENSDARG00000101338" "unknown.9966"
"32081" "ENSDART00000112956.3" "ENSDARG00000075382" "slc9a6b_t2"
"32082" "ENSDART00000112969.4" "ENSDARG00000073673" "ADGRA3"
"32083" "ENSDART00000112979.3" "ENSDARG00000077467" "sox10"
"32084" "ENSDART00000113021.5" "ENSDARG00000077839" "DHX30"
"32085" "ENSDART00000113031.3" "ENSDARG00000024209" "wasf2"
"32086" "ENSDART00000113032.4" "ENSDARG00000073923" "ADCK2"
"32087" "ENSDART00000113037.3" "ENSDARG00000079611" "sema4c"
"32088" "ENSDART00000113058.4" "ENSDARG00000017311" "gpsm2_g1t2"
"32089" "ENSDART00000113111.3" "ENSDARG00000075445" "psmb5_g1t1"
"32090" "ENSDART00000113120.4" "ENSDARG00000079684" "taf6l"
"32091" "ENSDART00000113142.5" "ENSDARG00000079378" "PHLDB1_g2t3"
"32092" "ENSDART00000113179.3" "ENSDARG00000074554" "tspan31"
"32093" "ENSDART00000113232.4" "ENSDARG00000078767" "YEATS2"
"32094" "ENSDART00000113276.5" "ENSDARG00000079857" "SANBR_t3"
"32095" "ENSDART00000113280.4" "ENSDARG00000075942" "FRMD5_g2t1"
"32096" "ENSDART00000113281.4" "ENSDARG00000074221" "ABCA7"
"32097" "ENSDART00000113314.4" "ENSDARG00000079119" "unknown.9967"
"32098" "ENSDART00000113316.3" "ENSDARG00000073686" "heatr6"
"32099" "ENSDART00000113342.5" "ENSDARG00000073957" "TOX3_t2"
"32100" "ENSDART00000113345.4" "ENSDARG00000076805" "leng8_g1t1"
"32101" "ENSDART00000113358.4" "ENSDARG00000059760" "wdtc1_t2"
"32102" "ENSDART00000113360.4" "ENSDARG00000007413" "arid2_t1"
"32103" "ENSDART00000113362.4" "ENSDARG00000073744" "IP6K1"
"32104" "ENSDART00000113388.4" "ENSDARG00000042296" "dlx5a"
"32105" "ENSDART00000113418.4" "ENSDARG00000077002" "igsf3"
"32106" "ENSDART00000113467.5" "ENSDARG00000076919" "IGDCC4"
"32107" "ENSDART00000113483.5" "ENSDARG00000075593" "trim71"
"32108" "ENSDART00000113497.4" "ENSDARG00000078576" "SETD5_t2"
"32109" "ENSDART00000113502.4" "ENSDARG00000075126" "TMEM8B_t3"
"32110" "ENSDART00000113534.4" "ENSDARG00000075677" "mrpl17"
"32111" "ENSDART00000113550.4" "ENSDARG00000077545" "unknown.9968"
"32112" "ENSDART00000113551.4" "ENSDARG00000076174" "unknown.9969"
"32113" "ENSDART00000113574.4" "ENSDARG00000060917" "anln_t3"
"32114" "ENSDART00000113580.4" "ENSDARG00000074216" "unknown.9970"
"32115" "ENSDART00000113609.4" "ENSDARG00000079329" "cop1"
"32116" "ENSDART00000113627.3" "ENSDARG00000055086" "ggnbp2_t3"
"32117" "ENSDART00000113630.4" "ENSDARG00000079616" "CRAMP1_t1"
"32118" "ENSDART00000113642.4" "ENSDARG00000078911" "zgc:163098_g1t2"
"32119" "ENSDART00000113644.4" "ENSDARG00000074471" "vps39"
"32120" "ENSDART00000113658.4" "ENSDARG00000045199" "capn1"
"32121" "ENSDART00000113666.3" "ENSDARG00000077596" "PHF24_t2"
"32122" "ENSDART00000113707.5" "ENSDARG00000015156" "FBLN2_t3"
"32123" "ENSDART00000113713.3" "ENSDARG00000079636" "fam177a1"
"32124" "ENSDART00000113744.5" "ENSDARG00000079438" "PKP3_t2"
"32125" "ENSDART00000113797.5" "ENSDARG00000077101" "zbtb10"
"32126" "ENSDART00000113829.4" "ENSDARG00000076659" "unknown.9971"
"32127" "ENSDART00000113864.4" "ENSDARG00000075956" "FAXC_g1t1"
"32128" "ENSDART00000113890.5" "ENSDARG00000061213" "rabep2"
"32129" "ENSDART00000113954.4" "ENSDARG00000076585" "unknown.9972"
"32130" "ENSDART00000114010.4" "ENSDARG00000078123" "SLITRK3_g2t1"
"32131" "ENSDART00000114067.4" "ENSDARG00000079388" "agrn_g1t1"
"32132" "ENSDART00000114097.4" "ENSDARG00000074867" "unknown.9973"
"32133" "ENSDART00000114113.4" "ENSDARG00000010770" "sox19a_g2t1"
"32134" "ENSDART00000114148.5" "ENSDARG00000074490" "GOLM2_t1"
"32135" "ENSDART00000114168.5" "ENSDARG00000042282" "ITGA6_t2"
"32136" "ENSDART00000114246.4" "ENSDARG00000074293" "adnpb_g2t1"
"32137" "ENSDART00000114248.4" "ENSDARG00000077317" "SNX29"
"32138" "ENSDART00000114260.5" "ENSDARG00000073837" "unknown.9974"
"32139" "ENSDART00000114267.3" "ENSDARG00000074073" "unknown.9975"
"32140" "ENSDART00000114316.5" "ENSDARG00000074287" "sptlc2b"
"32141" "ENSDART00000114330.4" "ENSDARG00000073869" "pdzrn3b_t2"
"32142" "ENSDART00000114336.3" "ENSDARG00000079008" "unknown.9976"
"32143" "ENSDART00000114343.4" "ENSDARG00000078904" "brd4_t1"
"32144" "ENSDART00000114359.3" "ENSDARG00000073704" "unknown.9977"
"32145" "ENSDART00000114378.4" "ENSDARG00000079089" "fbxw8"
"32146" "ENSDART00000114410.6" "ENSDARG00000060312" "wdr62_t2"
"32147" "ENSDART00000114431.4" "ENSDARG00000074571" "GPAA1"
"32148" "ENSDART00000114432.4" "ENSDARG00000077367" "NTNG2_g1t3"
"32149" "ENSDART00000114464.4" "ENSDARG00000073872" "tpst1_t3"
"32150" "ENSDART00000114473.3" "ENSDARG00000075123" "trafd1_g1t2"
"32151" "ENSDART00000114483.4" "ENSDARG00000074328" "APBA1_g2t1"
"32152" "ENSDART00000114514.4" "ENSDARG00000073902" "unknown.9978"
"32153" "ENSDART00000114529.3" "ENSDARG00000078935" "unknown.9979"
"32154" "ENSDART00000114537.3" "ENSDARG00000031307" "zic4_t2"
"32155" "ENSDART00000114611.4" "ENSDARG00000020134" "sipa1l1_t3"
"32156" "ENSDART00000114637.4" "ENSDARG00000079166" "unknown.9980"
"32157" "ENSDART00000114655.4" "ENSDARG00000074919" "BFSP1"
"32158" "ENSDART00000114669.5" "ENSDARG00000079013" "DPY19L3_t1"
"32159" "ENSDART00000114682.4" "ENSDARG00000078653" "ralbp1"
"32160" "ENSDART00000114683.4" "ENSDARG00000078215" "RBSN_t2"
"32161" "ENSDART00000114689.4" "ENSDARG00000079973" "pus10"
"32162" "ENSDART00000114715.4" "ENSDARG00000073792" "MAN1B1_t2"
"32163" "ENSDART00000114723.4" "ENSDARG00000079912" "RAPGEFL1_t2"
"32164" "ENSDART00000114840.4" "ENSDARG00000074548" "ZBTB17_t2"
"32165" "ENSDART00000114841.4" "ENSDARG00000074581" "add2_t2"
"32166" "ENSDART00000114885.5" "ENSDARG00000029381" "aldh3a2b"
"32167" "ENSDART00000114929.4" "ENSDARG00000078652" "ZFYVE1"
"32168" "ENSDART00000115018.5" "ENSDARG00000078440" "CCDC88A_t2"
"32169" "ENSDART00000115050.4" "ENSDARG00000076566" "kank3_t3"
"32170" "ENSDART00000115071.4" "ENSDARG00000079727" "selenop2_t2"
"32171" "ENSDART00000115117.5" "ENSDARG00000078904" "brd4_t2"
"32172" "ENSDART00000115118.5" "ENSDARG00000078842" "unknown.9981"
"32173" "ENSDART00000115121.5" "ENSDARG00000076321" "col28a2a_t2"
"32174" "ENSDART00000115172.4" "ENSDARG00000074544" "unknown.9982"
"32175" "ENSDART00000115208.4" "ENSDARG00000075400" "FBXO33"
"32176" "ENSDART00000115237.5" "ENSDARG00000079128" "becn1"
"32177" "ENSDART00000115249.4" "ENSDARG00000077988" "unknown.9983"
"32178" "ENSDART00000115280.5" "ENSDARG00000075100" "NEO1_t3"
"32179" "ENSDART00000115330.5" "ENSDARG00000077341" "ppp1r14c"
"32180" "ENSDART00000115403.4" "ENSDARG00000078011" "NAV1_g1t2"
"32181" "ENSDART00000115422.3" "ENSDARG00000078059" "nudcd2"
"32182" "ENSDART00000121476.3" "ENSDARG00000016375" "asns"
"32183" "ENSDART00000121489.4" "ENSDARG00000032264" "mybl2b"
"32184" "ENSDART00000121503.3" "ENSDARG00000089486" "cplx3b"
"32185" "ENSDART00000121558.4" "ENSDARG00000052104" "atg4b"
"32186" "ENSDART00000121574.3" "ENSDARG00000052061" "unknown.9984"
"32187" "ENSDART00000121623.3" "ENSDARG00000090770" "unknown.9985"
"32188" "ENSDART00000121684.4" "ENSDARG00000077256" "nat8l_g2t1"
"32189" "ENSDART00000121714.5" "ENSDARG00000030153" "gnptab_t2"
"32190" "ENSDART00000121769.3" "ENSDARG00000088619" "unknown.9986"
"32191" "ENSDART00000121809.4" "ENSDARG00000043094" "GNAS_t2"
"32192" "ENSDART00000121813.4" "ENSDARG00000009851" "wdr41"
"32193" "ENSDART00000121823.4" "ENSDARG00000025034" "syngr3b_t2"
"32194" "ENSDART00000121847.4" "ENSDARG00000044820" "cstf1_t4"
"32195" "ENSDART00000121875.3" "ENSDARG00000091090" "XIRP2_g1t3"
"32196" "ENSDART00000121899.3" "ENSDARG00000019774" "zhx3b_t2"
"32197" "ENSDART00000122002.4" "ENSDARG00000005026" "tshz1_t1"
"32198" "ENSDART00000122015.3" "ENSDARG00000004177" "unknown.9987"
"32199" "ENSDART00000122108.3" "ENSDARG00000088699" "PDZD8"
"32200" "ENSDART00000122134.4" "ENSDARG00000060723" "stim1a_t3"
"32201" "ENSDART00000122138.3" "ENSDARG00000091260" "MYLK4_g2t1"
"32202" "ENSDART00000122170.4" "ENSDARG00000044282" "smc5_t3"
"32203" "ENSDART00000122174.3" "ENSDARG00000090544" "unknown.9988"
"32204" "ENSDART00000122184.4" "ENSDARG00000069324" "vps53_g2t2"
"32205" "ENSDART00000122260.4" "ENSDARG00000023999" "HEATR5A"
"32206" "ENSDART00000122307.3" "ENSDARG00000091655" "gcsha_g2t1"
"32207" "ENSDART00000122349.4" "ENSDARG00000043055" "mfsd14a1"
"32208" "ENSDART00000122369.4" "ENSDARG00000020759" "elf1_t3"
"32209" "ENSDART00000122375.3" "ENSDARG00000035167" "mrpl48"
"32210" "ENSDART00000122378.3" "ENSDARG00000091326" "CEP120"
"32211" "ENSDART00000122413.3" "ENSDARG00000089643" "unknown.9989"
"32212" "ENSDART00000122429.3" "ENSDARG00000091127" "klf15"
"32213" "ENSDART00000122445.3" "ENSDARG00000087205" "unknown.9990"
"32214" "ENSDART00000122487.4" "ENSDARG00000022599" "dnpep_g2t1"
"32215" "ENSDART00000122513.3" "ENSDARG00000014274" "rfc2"
"32216" "ENSDART00000122519.3" "ENSDARG00000021195" "unknown.9991"
"32217" "ENSDART00000122520.4" "ENSDARG00000032919" "chchd3a_t1"
"32218" "ENSDART00000122543.3" "ENSDARG00000056913" "pcolcea_t3"
"32219" "ENSDART00000122557.3" "ENSDARG00000079840" "kcnma1a_t1"
"32220" "ENSDART00000122579.3" "ENSDARG00000089075" "unknown.9992"
"32221" "ENSDART00000122589.3" "ENSDARG00000037930" "rnf113a"
"32222" "ENSDART00000122663.4" "ENSDARG00000025220" "sppl3"
"32223" "ENSDART00000122665.3" "ENSDARG00000054903" "mta3_t1"
"32224" "ENSDART00000122670.4" "ENSDARG00000056369" "ufsp2_g2t1"
"32225" "ENSDART00000122681.3" "ENSDARG00000088805" "nes"
"32226" "ENSDART00000122732.3" "ENSDARG00000091481" "foxc1a"
"32227" "ENSDART00000122881.4" "ENSDARG00000045525" "tmcc3_g2t1"
"32228" "ENSDART00000122966.4" "ENSDARG00000089769" "hapln1a_t2"
"32229" "ENSDART00000123019.3" "ENSDARG00000055653" "nubp2"
"32230" "ENSDART00000123096.5" "ENSDARG00000004049" "marcksa"
"32231" "ENSDART00000123139.4" "ENSDARG00000025071" "brd8b_t3"
"32232" "ENSDART00000123163.3" "ENSDARG00000087529" "zgc:85936"
"32233" "ENSDART00000123222.4" "ENSDARG00000032114" "slain2"
"32234" "ENSDART00000123263.4" "ENSDARG00000002750" "unknown.9993"
"32235" "ENSDART00000123298.4" "ENSDARG00000091548" "unknown.9994"
"32236" "ENSDART00000123324.4" "ENSDARG00000056924" "sap130a_t2"
"32237" "ENSDART00000123350.3" "ENSDARG00000018976" "sptlc2a_t2"
"32238" "ENSDART00000123375.3" "ENSDARG00000045842" "zgc:113263_t2"
"32239" "ENSDART00000123392.3" "ENSDARG00000090086" "rab11bb_t2"
"32240" "ENSDART00000123399.4" "ENSDARG00000079020" "gcfc2"
"32241" "ENSDART00000123443.3" "ENSDARG00000000729" "daxx_t3"
"32242" "ENSDART00000123487.3" "ENSDARG00000071555" "TMEM263_g2t1"
"32243" "ENSDART00000123534.3" "ENSDARG00000089913" "CACNA1G_t2"
"32244" "ENSDART00000123550.4" "ENSDARG00000087443" "ptp4a2a_t1"
"32245" "ENSDART00000123588.5" "ENSDARG00000097478" "qkia_t2"
"32246" "ENSDART00000123591.3" "ENSDARG00000090301" "usp48_t2"
"32247" "ENSDART00000123673.3" "ENSDARG00000068431" "si:ch211-195h23.3"
"32248" "ENSDART00000123754.3" "ENSDARG00000006253" "mier3a_t2"
"32249" "ENSDART00000123757.3" "ENSDARG00000089204" "smim13"
"32250" "ENSDART00000123769.3" "ENSDARG00000091124" "unknown.9995"
"32251" "ENSDART00000123820.3" "ENSDARG00000069157" "tmem135"
"32252" "ENSDART00000123937.4" "ENSDARG00000028793" "nlk2_t3"
"32253" "ENSDART00000124002.3" "ENSDARG00000035622" "xbp1_t1"
"32254" "ENSDART00000124059.3" "ENSDARG00000060093" "dapk1"
"32255" "ENSDART00000124072.4" "ENSDARG00000003699" "atp7a_t2"
"32256" "ENSDART00000124091.3" "ENSDARG00000089187" "wfdc2"
"32257" "ENSDART00000124144.4" "ENSDARG00000025032" "nr3c1_g1t3"
"32258" "ENSDART00000124153.4" "ENSDARG00000045359" "elocb_t1"
"32259" "ENSDART00000124197.3" "ENSDARG00000088444" "selenol"
"32260" "ENSDART00000124215.3" "ENSDARG00000005679" "trip10a"
"32261" "ENSDART00000124220.3" "ENSDARG00000053375" "nptxrb_g1t1"
"32262" "ENSDART00000124242.4" "ENSDARG00000014914" "lamp2_t5"
"32263" "ENSDART00000124267.4" "ENSDARG00000086317" "unknown.9996"
"32264" "ENSDART00000124326.4" "ENSDARG00000012881" "slc4a1a"
"32265" "ENSDART00000124347.3" "ENSDARG00000089207" "ANKRD27_t2"
"32266" "ENSDART00000124416.3" "ENSDARG00000008020" "med31"
"32267" "ENSDART00000124514.3" "ENSDARG00000089861" "usp44"
"32268" "ENSDART00000124582.3" "ENSDARG00000069101" "napbb_t2"
"32269" "ENSDART00000124724.4" "ENSDARG00000010267" "dpydb_t3"
"32270" "ENSDART00000124740.4" "ENSDARG00000017929" "ncoa2_t1"
"32271" "ENSDART00000124748.4" "ENSDARG00000015887" "b2ml"
"32272" "ENSDART00000124843.4" "ENSDARG00000028943" "mtss1la_t3"
"32273" "ENSDART00000124943.3" "ENSDARG00000037935" "aldh16a1"
"32274" "ENSDART00000124947.3" "ENSDARG00000070839" "EVI5_g1t4"
"32275" "ENSDART00000124957.4" "ENSDARG00000041904" "unknown.9997"
"32276" "ENSDART00000124982.4" "ENSDARG00000087657" "ccdc57_t2"
"32277" "ENSDART00000124998.3" "ENSDARG00000016088" "rtn2a"
"32278" "ENSDART00000125039.3" "ENSDARG00000031316" "six6b"
"32279" "ENSDART00000125058.3" "ENSDARG00000020387" "nipsnap3a"
"32280" "ENSDART00000125099.5" "ENSDARG00000013667" "tbck_t2"
"32281" "ENSDART00000125111.3" "ENSDARG00000058528" "cnot10"
"32282" "ENSDART00000125131.4" "ENSDARG00000053209" "smad6a_t2"
"32283" "ENSDART00000125158.2" "ENSDARG00000087074" "znf574"
"32284" "ENSDART00000125162.3" "ENSDARG00000091813" "unknown.9998"
"32285" "ENSDART00000125232.4" "ENSDARG00000042477" "nr2c2"
"32286" "ENSDART00000125284.4" "ENSDARG00000077329" "nlgn2a_t2"
"32287" "ENSDART00000125299.4" "ENSDARG00000090752" "PLK2"
"32288" "ENSDART00000125344.3" "ENSDARG00000022904" "skilb"
"32289" "ENSDART00000125345.4" "ENSDARG00000087599" "TENM3_t3"
"32290" "ENSDART00000125352.4" "ENSDARG00000018691" "phf2_t1"
"32291" "ENSDART00000125416.7" "ENSDARG00000018765" "pknox1.1"
"32292" "ENSDART00000125563.3" "ENSDARG00000010789" "homer3b_t2"
"32293" "ENSDART00000125616.4" "ENSDARG00000042004" "nfya_g1t4"
"32294" "ENSDART00000125620.4" "ENSDARG00000009585" "papola_t3"
"32295" "ENSDART00000125658.3" "ENSDARG00000089914" "CLINT1"
"32296" "ENSDART00000125673.3" "ENSDARG00000089878" "nedd9"
"32297" "ENSDART00000125690.5" "ENSDARG00000091678" "ints12"
"32298" "ENSDART00000125691.3" "ENSDARG00000041729" "sntb1"
"32299" "ENSDART00000125700.2" "ENSDARG00000090462" "mrpl20"
"32300" "ENSDART00000125725.3" "ENSDARG00000088549" "unknown.9999"
"32301" "ENSDART00000125729.4" "ENSDARG00000052402" "dnmt3ba_t1"
"32302" "ENSDART00000125815.3" "ENSDARG00000011246" "krr1"
"32303" "ENSDART00000125824.4" "ENSDARG00000042115" "TMEM198_t2"
"32304" "ENSDART00000125909.3" "ENSDARG00000068745" "unknown.10000"
"32305" "ENSDART00000125918.4" "ENSDARG00000044601" "rtn4a_t2"
"32306" "ENSDART00000125945.5" "ENSDARG00000087528" "snip1"
"32307" "ENSDART00000125961.3" "ENSDARG00000020057" "bmpr2b"
"32308" "ENSDART00000125969.4" "ENSDARG00000089055" "ube2ka"
"32309" "ENSDART00000125970.4" "ENSDARG00000088195" "unknown.10001"
"32310" "ENSDART00000125979.3" "ENSDARG00000087394" "unknown.10002"
"32311" "ENSDART00000126041.2" "ENSDARG00000057736" "ano10a_t2"
"32312" "ENSDART00000126084.3" "ENSDARG00000089646" "unknown.10003"
"32313" "ENSDART00000126087.3" "ENSDARG00000089717" "QPCT"
"32314" "ENSDART00000126092.3" "ENSDARG00000086551" "unknown.10004"
"32315" "ENSDART00000126097.4" "ENSDARG00000011235" "otx2b_t2"
"32316" "ENSDART00000126110.4" "ENSDARG00000016918" "ace2"
"32317" "ENSDART00000126154.4" "ENSDARG00000086425" "prpf3_g1t2"
"32318" "ENSDART00000126215.3" "ENSDARG00000109678" "unknown.10005"
"32319" "ENSDART00000126239.3" "ENSDARG00000087238" "unknown.10006"
"32320" "ENSDART00000126273.4" "ENSDARG00000055027" "pomt2"
"32321" "ENSDART00000126314.4" "ENSDARG00000006467" "pcdh8"
"32322" "ENSDART00000126343.3" "ENSDARG00000029472" "AFDN_t1"
"32323" "ENSDART00000126362.3" "ENSDARG00000013822" "anapc16"
"32324" "ENSDART00000126440.3" "ENSDARG00000091726" "aebp1a"
"32325" "ENSDART00000126466.3" "ENSDARG00000045066" "entpd1_t2"
"32326" "ENSDART00000126524.3" "ENSDARG00000109696" "tbc1d23_g1t2"
"32327" "ENSDART00000126566.3" "ENSDARG00000078856" "slc22a23"
"32328" "ENSDART00000126588.3" "ENSDARG00000090062" "rac3a"
"32329" "ENSDART00000126621.3" "ENSDARG00000014536" "pfdn1"
"32330" "ENSDART00000126622.3" "ENSDARG00000088475" "pcdh1gb9"
"32331" "ENSDART00000126640.3" "ENSDARG00000090036" "unknown.10007"
"32332" "ENSDART00000126669.3" "ENSDARG00000088663" "lman2lb"
"32333" "ENSDART00000126727.3" "ENSDARG00000043287" "atg101"
"32334" "ENSDART00000126737.4" "ENSDARG00000090615" "cd59"
"32335" "ENSDART00000126739.3" "ENSDARG00000086033" "tspan5a"
"32336" "ENSDART00000126744.3" "ENSDARG00000089766" "unknown.10008"
"32337" "ENSDART00000126768.3" "ENSDARG00000090971" "CC2D2A"
"32338" "ENSDART00000126808.3" "ENSDARG00000010408" "unknown.10009"
"32339" "ENSDART00000126840.3" "ENSDARG00000079949" "supt16h_t2"
"32340" "ENSDART00000126853.4" "ENSDARG00000036774" "rgs12b_t3"
"32341" "ENSDART00000126937.3" "ENSDARG00000089361" "wu:fb59d01"
"32342" "ENSDART00000126959.4" "ENSDARG00000043416" "tnfaip2a_t2"
"32343" "ENSDART00000126963.4" "ENSDARG00000091209" "ucp3"
"32344" "ENSDART00000127003.4" "ENSDARG00000060001" "mettl9"
"32345" "ENSDART00000127033.3" "ENSDARG00000088813" "unknown.10010"
"32346" "ENSDART00000127043.3" "ENSDARG00000014498" "ythdf2_t2"
"32347" "ENSDART00000127047.3" "ENSDARG00000090481" "TRARG1"
"32348" "ENSDART00000127136.3" "ENSDARG00000086104" "slco5a1a_t2"
"32349" "ENSDART00000127317.3" "ENSDARG00000087555" "unknown.10011"
"32350" "ENSDART00000127329.3" "ENSDARG00000043247" "gtf3c3"
"32351" "ENSDART00000127330.4" "ENSDARG00000077126" "snrnp70_t1"
"32352" "ENSDART00000127350.4" "ENSDARG00000005789" "enpp1_t2"
"32353" "ENSDART00000127368.3" "ENSDARG00000086272" "unknown.10012"
"32354" "ENSDART00000127427.3" "ENSDARG00000060349" "WASF1_t3"
"32355" "ENSDART00000127578.4" "ENSDARG00000024416" "polr1f"
"32356" "ENSDART00000127623.4" "ENSDARG00000019239" "cul1a_g1t1"
"32357" "ENSDART00000127809.4" "ENSDARG00000086831" "unknown.10013"
"32358" "ENSDART00000127810.3" "ENSDARG00000088073" "fam110b"
"32359" "ENSDART00000127825.4" "ENSDARG00000061742" "clasrp_g1t3"
"32360" "ENSDART00000127829.3" "ENSDARG00000086848" "atad3"
"32361" "ENSDART00000127838.4" "ENSDARG00000089805" "pcdh18a_t1"
"32362" "ENSDART00000127845.3" "ENSDARG00000088440" "SSH2_t2"
"32363" "ENSDART00000127889.2" "ENSDARG00000114705" "fgg_g1t1"
"32364" "ENSDART00000127894.4" "ENSDARG00000045870" "plekha5_t5"
"32365" "ENSDART00000127930.4" "ENSDARG00000060168" "fhip2a_t2"
"32366" "ENSDART00000127953.3" "ENSDARG00000017058" "large2"
"32367" "ENSDART00000127982.3" "ENSDARG00000091574" "suox"
"32368" "ENSDART00000128024.3" "ENSDARG00000090418" "wdsub1"
"32369" "ENSDART00000128158.4" "ENSDARG00000004672" "ptk2ab_t5"
"32370" "ENSDART00000128227.4" "ENSDARG00000043559" "gle1_t2"
"32371" "ENSDART00000128246.4" "ENSDARG00000039400" "polr1c_t2"
"32372" "ENSDART00000128247.4" "ENSDARG00000089663" "LSM3"
"32373" "ENSDART00000128249.4" "ENSDARG00000090512" "trim8a"
"32374" "ENSDART00000128284.3" "ENSDARG00000087927" "nudt9"
"32375" "ENSDART00000128302.3" "ENSDARG00000086856" "stk35_t2"
"32376" "ENSDART00000128368.3" "ENSDARG00000002131" "celf2_t3"
"32377" "ENSDART00000128488.4" "ENSDARG00000057323" "e2f8_t4"
"32378" "ENSDART00000128535.3" "ENSDARG00000009922" "dmbx1a_t2"
"32379" "ENSDART00000128591.4" "ENSDARG00000052124" "accs_t2"
"32380" "ENSDART00000128676.3" "ENSDARG00000087857" "unknown.10014"
"32381" "ENSDART00000128690.3" "ENSDARG00000087822" "AGAP3"
"32382" "ENSDART00000128722.2" "ENSDARG00000086756" "RGS9BP"
"32383" "ENSDART00000128784.4" "ENSDARG00000079782" "myh7l"
"32384" "ENSDART00000128837.4" "ENSDARG00000086207" "unknown.10015"
"32385" "ENSDART00000128852.3" "ENSDARG00000058259" "unknown.10016"
"32386" "ENSDART00000128894.4" "ENSDARG00000079850" "unknown.10017"
