"transcript_id"	"gene_id"	"gene_name"	"TF"
"ENSDART00000126904.2"	"ENSDARG00000015076"	"gja8b"	FALSE
"ENSDART00000127832.4"	"ENSDARG00000052617"	"raver1_t2"	FALSE
"ENSDART00000128732.3"	"ENSDARG00000104064"	"unknown.8142"	FALSE
"ENSDART00000130576.3"	"ENSDARG00000091619"	"mvb12ba_t2"	FALSE
"ENSDART00000132156.2"	"ENSDARG00000013351"	"cirbpb_t1"	FALSE
"ENSDART00000132230.2"	"ENSDARG00000068406"	"six5"	TRUE
"ENSDART00000132352.2"	"ENSDARG00000093382"	"uqcc3_t3"	FALSE
"ENSDART00000132679.3"	"ENSDARG00000027357"	"cd2bp2_g1t1"	FALSE
"ENSDART00000133008.2"	"ENSDARG00000089919"	"unknown.8177"	FALSE
"ENSDART00000133661.3"	"ENSDARG00000060580"	"tasp1"	FALSE
"ENSDART00000133679.3"	"ENSDARG00000011613"	"rbm39a_t4"	TRUE
"ENSDART00000133718.2"	"ENSDARG00000038068"	"ddx5_t1"	TRUE
"ENSDART00000134775.2"	"ENSDARG00000002295"	"unknown.8194"	FALSE
"ENSDART00000135032.2"	"ENSDARG00000092651"	"sgo2"	FALSE
"ENSDART00000135323.2"	"ENSDARG00000003607"	"nr2f6a_t2"	TRUE
"ENSDART00000135951.3"	"ENSDARG00000079933"	"SLC46A3_g2t1"	FALSE
"ENSDART00000136104.3"	"ENSDARG00000094469"	"wu:fc63a07"	TRUE
"ENSDART00000136317.3"	"ENSDARG00000057025"	"CHRNA2"	FALSE
"ENSDART00000136491.2"	"ENSDARG00000019726"	"celsr2_t1"	FALSE
"ENSDART00000136570.3"	"ENSDARG00000062271"	"slc25a15b_g2t1"	FALSE
"ENSDART00000136775.3"	"ENSDARG00000009194"	"unknown.8216"	FALSE
"ENSDART00000136982.3"	"ENSDARG00000090190"	"bcam_t2"	FALSE
"ENSDART00000137092.2"	"ENSDARG00000092172"	"unknown.8218"	FALSE
"ENSDART00000137264.2"	"ENSDARG00000059360"	"srsf3b_t1"	FALSE
"ENSDART00000137601.4"	"ENSDARG00000043553"	"ches1"	TRUE
"ENSDART00000137620.3"	"ENSDARG00000092467"	"linc-epb41l4a"	FALSE
"ENSDART00000138052.2"	"ENSDARG00000094518"	"si:ch211-125e6.8"	FALSE
"ENSDART00000138295.3"	"ENSDARG00000035649"	"unknown.8230"	FALSE
"ENSDART00000138382.2"	"ENSDARG00000062420"	"nfia_t4"	TRUE
"ENSDART00000138581.2"	"ENSDARG00000068515"	"chs1_t4"	FALSE
"ENSDART00000139805.4"	"ENSDARG00000013528"	"mcm9"	FALSE
"ENSDART00000139907.2"	"ENSDARG00000093940"	"unknown.8250"	FALSE
"ENSDART00000140498.2"	"ENSDARG00000023933"	"SKIL_t3"	TRUE
"ENSDART00000140982.2"	"ENSDARG00000017772"	"mdh1aa_t2"	FALSE
"ENSDART00000141267.2"	"ENSDARG00000056210"	"hspa1b"	TRUE
"ENSDART00000141322.4"	"ENSDARG00000057751"	"unknown.8268"	TRUE
"ENSDART00000141648.2"	"ENSDARG00000074451"	"mnd1_t2"	FALSE
"ENSDART00000141873.3"	"ENSDARG00000062506"	"zc3h18_t2"	FALSE
"ENSDART00000141950.2"	"ENSDARG00000055490"	"GALNT12"	FALSE
"ENSDART00000142431.2"	"ENSDARG00000069988"	"arid6"	TRUE
"ENSDART00000142846.3"	"ENSDARG00000086345"	"CUX2_t2"	TRUE
"ENSDART00000143090.3"	"ENSDARG00000070833"	"lin52_t2"	FALSE
"ENSDART00000143267.2"	"ENSDARG00000026629"	"gmds_t1"	FALSE
"ENSDART00000143688.2"	"ENSDARG00000116713"	"unknown.8296"	FALSE
"ENSDART00000144320.2"	"ENSDARG00000087681"	"unknown.8305"	FALSE
"ENSDART00000144484.2"	"ENSDARG00000045773"	"PYURF_t1"	FALSE
"ENSDART00000145028.3"	"ENSDARG00000037068"	"ikzf4_t3"	TRUE
"ENSDART00000145655.2"	"ENSDARG00000061916"	"tmem51b"	FALSE
"ENSDART00000145866.2"	"ENSDARG00000017720"	"unknown.8320"	FALSE
"ENSDART00000145925.2"	"ENSDARG00000043313"	"ank2b_t3"	FALSE
"ENSDART00000145954.2"	"ENSDARG00000039682"	"si:ch211-121a2.2_t3"	FALSE
"ENSDART00000146160.2"	"ENSDARG00000076904"	"loxl5b"	FALSE
"ENSDART00000146350.3"	"ENSDARG00000006899"	"far1_t5"	FALSE
"ENSDART00000146650.2"	"ENSDARG00000012829"	"asah2"	FALSE
"ENSDART00000147071.3"	"ENSDARG00000019001"	"ak7a_t3"	FALSE
"ENSDART00000147172.2"	"ENSDARG00000043084"	"ABHD17A"	FALSE
"ENSDART00000147319.2"	"ENSDARG00000017266"	"SCML4_t2"	FALSE
"ENSDART00000147351.2"	"ENSDARG00000019195"	"vps9d1_t3"	FALSE
"ENSDART00000147377.2"	"ENSDARG00000092364"	"unknown.8327"	FALSE
"ENSDART00000147420.2"	"ENSDARG00000061375"	"sgpl1_t1"	FALSE
"ENSDART00000147912.2"	"ENSDARG00000092123"	"si:dkey-20d21.12"	FALSE
"ENSDART00000148425.3"	"ENSDARG00000006242"	"ptp4a1_t2"	FALSE
"ENSDART00000148466.3"	"ENSDARG00000010279"	"scamp2_t1"	FALSE
"ENSDART00000148481.3"	"ENSDARG00000060410"	"unknown.8339"	FALSE
"ENSDART00000149024.2"	"ENSDARG00000003069"	"btbd7"	FALSE
"ENSDART00000149712.2"	"ENSDARG00000006079"	"GPR37L1_g1t1"	FALSE
"ENSDART00000150629.2"	"ENSDARG00000088214"	"unknown.8367"	TRUE
"ENSDART00000150854.2"	"ENSDARG00000093424"	"unknown.8371"	TRUE
"ENSDART00000151049.2"	"ENSDARG00000090387"	"ONECUT2"	TRUE
"ENSDART00000151445.2"	"ENSDARG00000096242"	"unknown.8378"	FALSE
"ENSDART00000152414.4"	"ENSDARG00000032614"	"msi2b_t6"	FALSE
"ENSDART00000152490.3"	"ENSDARG00000068621"	"unknown.8393"	FALSE
"ENSDART00000152719.3"	"ENSDARG00000052435"	"SPRED2_t2"	FALSE
"ENSDART00000152955.2"	"ENSDARG00000079457"	"unknown.8396"	FALSE
"ENSDART00000153598.3"	"ENSDARG00000019874"	"HSPH1"	FALSE
"ENSDART00000153669.3"	"ENSDARG00000060021"	"vcpkmt_t2"	FALSE
"ENSDART00000153868.2"	"ENSDARG00000097704"	"unknown.8409"	FALSE
"ENSDART00000153885.2"	"ENSDARG00000092471"	"unknown.8410"	TRUE
"ENSDART00000154254.3"	"ENSDARG00000030933"	"KSR1_g2t4"	FALSE
"ENSDART00000155300.2"	"ENSDARG00000061682"	"BICC1_g2t1"	FALSE
"ENSDART00000155827.2"	"ENSDARG00000096908"	"si:ch73-185c24.2"	FALSE
"ENSDART00000156143.2"	"ENSDARG00000054124"	"htr1d"	FALSE
"ENSDART00000156479.2"	"ENSDARG00000096851"	"unknown.8463"	TRUE
"ENSDART00000157157.3"	"ENSDARG00000052912"	"unknown.8475"	FALSE
"ENSDART00000157397.2"	"ENSDARG00000115400"	"orc1_g2t2"	FALSE
"ENSDART00000157619.2"	"ENSDARG00000103483"	"litaf_t3"	TRUE
"ENSDART00000157653.2"	"ENSDARG00000053315"	"unknown.8482"	FALSE
"ENSDART00000158955.2"	"ENSDARG00000114184"	"unknown.8502"	FALSE
"ENSDART00000159263.2"	"ENSDARG00000036864"	"slc34a2b_t1"	FALSE
"ENSDART00000159626.2"	"ENSDARG00000101135"	"si:dkey-85k7.7"	FALSE
"ENSDART00000159680.2"	"ENSDARG00000003165"	"nr2f6b_t3"	TRUE
"ENSDART00000160257.2"	"ENSDARG00000102216"	"dlg1b_t3"	FALSE
"ENSDART00000160640.2"	"ENSDARG00000101301"	"unknown.8531"	FALSE
"ENSDART00000160768.2"	"ENSDARG00000019588"	"chico"	TRUE
"ENSDART00000161030.2"	"ENSDARG00000102610"	"R3HDM2_t2"	FALSE
"ENSDART00000161072.2"	"ENSDARG00000100307"	"adamts5"	FALSE
"ENSDART00000161148.2"	"ENSDARG00000098986"	"unknown.8543"	TRUE
"ENSDART00000161227.3"	"ENSDARG00000100232"	"glis2b"	TRUE
"ENSDART00000162365.3"	"ENSDARG00000102191"	"CPNE8_t1"	FALSE
"ENSDART00000162416.2"	"ENSDARG00000104233"	"DYNLRB1"	FALSE
"ENSDART00000162737.2"	"ENSDARG00000059700"	"agmat"	FALSE
"ENSDART00000163140.2"	"ENSDARG00000061021"	"FHIP1A"	FALSE
"ENSDART00000163178.2"	"ENSDARG00000103220"	"slc10a3_t1"	FALSE
"ENSDART00000163348.2"	"ENSDARG00000099558"	"NPC1L1"	FALSE
"ENSDART00000163681.2"	"ENSDARG00000100479"	"zgc:173720_t2"	TRUE
"ENSDART00000163780.2"	"ENSDARG00000030239"	"dennd6aa_t2"	FALSE
"ENSDART00000164342.3"	"ENSDARG00000006639"	"lnpk_t2"	FALSE
"ENSDART00000164566.2"	"ENSDARG00000104810"	"akt3a_t2"	FALSE
"ENSDART00000164741.2"	"ENSDARG00000054666"	"pgpep1"	FALSE
"ENSDART00000165151.2"	"ENSDARG00000102129"	"crygn1_t2"	FALSE
"ENSDART00000165259.2"	"ENSDARG00000101175"	"mcu"	FALSE
"ENSDART00000165297.2"	"ENSDARG00000104758"	"zgc:194981"	FALSE
"ENSDART00000165808.2"	"ENSDARG00000105177"	"ilf3b_t1"	FALSE
"ENSDART00000166013.2"	"ENSDARG00000103518"	"ABHD8_g2t1"	FALSE
"ENSDART00000166731.2"	"ENSDARG00000058996"	"jam2a_t3"	FALSE
"ENSDART00000166794.2"	"ENSDARG00000100940"	"nr5a2"	TRUE
"ENSDART00000167139.2"	"ENSDARG00000043226"	"NFIX_t2"	TRUE
"ENSDART00000167143.2"	"ENSDARG00000099213"	"glyr1_t2"	FALSE
"ENSDART00000167769.2"	"ENSDARG00000045958"	"egfl6_t1"	FALSE
"ENSDART00000167886.2"	"ENSDARG00000099930"	"col27a1b_t2"	FALSE
"ENSDART00000168153.2"	"ENSDARG00000074768"	"zgc:113295_t2"	TRUE
"ENSDART00000168269.2"	"ENSDARG00000101867"	"unknown.8648"	FALSE
"ENSDART00000168643.2"	"ENSDARG00000101452"	"SUSD2"	FALSE
"ENSDART00000168806.2"	"ENSDARG00000099798"	"MON2_t1"	FALSE
"ENSDART00000168920.2"	"ENSDARG00000105184"	"NBEA_t4"	FALSE
"ENSDART00000169227.2"	"ENSDARG00000098428"	"asic1c_t2"	FALSE
"ENSDART00000169242.2"	"ENSDARG00000103576"	"EPHB3"	FALSE
"ENSDART00000169318.2"	"ENSDARG00000104065"	"unknown.8665"	TRUE
"ENSDART00000169320.2"	"ENSDARG00000104370"	"esm1"	FALSE
"ENSDART00000169565.2"	"ENSDARG00000104221"	"sat2b"	FALSE
"ENSDART00000170147.2"	"ENSDARG00000113602"	"slc27a4_g1t1"	FALSE
"ENSDART00000170302.2"	"ENSDARG00000115586"	"znf207b_g2t1"	FALSE
"ENSDART00000170538.2"	"ENSDARG00000100037"	"unknown.8685"	FALSE
"ENSDART00000170712.2"	"ENSDARG00000103665"	"BRPF1_t1"	FALSE
"ENSDART00000171146.2"	"ENSDARG00000113721"	"HPDL"	FALSE
"ENSDART00000171662.2"	"ENSDARG00000112145"	"unknown.8710"	TRUE
"ENSDART00000172443.2"	"ENSDARG00000104283"	"CDC42BPA_t2"	FALSE
"ENSDART00000172882.2"	"ENSDARG00000045015"	"cyp27b1"	FALSE
"ENSDART00000173062.2"	"ENSDARG00000097827"	"LRP1_g1t5"	FALSE
"ENSDART00000173234.2"	"ENSDARG00000105344"	"unknown.8728"	FALSE
"ENSDART00000173289.2"	"ENSDARG00000103730"	"vgll4b_t2"	FALSE
"ENSDART00000173519.2"	"ENSDARG00000105644"	"tm4sf21b"	FALSE
"ENSDART00000173595.2"	"ENSDARG00000074498"	"CHD9_t1"	FALSE
"ENSDART00000173752.2"	"ENSDARG00000078650"	"KCNA4"	FALSE
"ENSDART00000173990.2"	"ENSDARG00000060639"	"APBA2_t1"	FALSE
"ENSDART00000177049.2"	"ENSDARG00000106989"	"ZNF821"	TRUE
"ENSDART00000177459.2"	"ENSDARG00000108298"	"RIC1"	FALSE
"ENSDART00000177919.2"	"ENSDARG00000104808"	"jak2a_t1"	FALSE
"ENSDART00000179342.2"	"ENSDARG00000078529"	"ADGRB1_g1t1"	FALSE
"ENSDART00000180490.1"	"ENSDARG00000101205"	"mbd1a_t3"	FALSE
"ENSDART00000181282.1"	"ENSDARG00000114341"	"unknown.8789"	FALSE
"ENSDART00000181526.1"	"ENSDARG00000113847"	"tll1_g2t1"	FALSE
"ENSDART00000181812.1"	"ENSDARG00000111570"	"tmem184c_g2t1"	FALSE
"ENSDART00000182103.1"	"ENSDARG00000028222"	"unknown.8810"	FALSE
"ENSDART00000182458.1"	"ENSDARG00000112583"	"unknown.8819"	FALSE
"ENSDART00000182751.1"	"ENSDARG00000110656"	"slc31a1_g2t1"	FALSE
"ENSDART00000183437.1"	"ENSDARG00000115084"	"unknown.8839"	FALSE
"ENSDART00000183528.1"	"ENSDARG00000112659"	"ugt8_g2t1"	FALSE
"ENSDART00000183653.1"	"ENSDARG00000099245"	"unknown.8842"	TRUE
"ENSDART00000183661.1"	"ENSDARG00000028322"	"PEX14_t2"	TRUE
"ENSDART00000183678.1"	"ENSDARG00000112522"	"unknown.8844"	FALSE
"ENSDART00000184011.1"	"ENSDARG00000033544"	"ADAMTS15_t2"	FALSE
"ENSDART00000184043.1"	"ENSDARG00000017681"	"mapk4_g2t1"	FALSE
"ENSDART00000184119.1"	"ENSDARG00000115335"	"ubald2"	FALSE
"ENSDART00000184615.1"	"ENSDARG00000109218"	"pfdn5_g2t1"	FALSE
"ENSDART00000185338.1"	"ENSDARG00000109936"	"unknown.8876"	FALSE
"ENSDART00000185440.1"	"ENSDARG00000109538"	"gss_g2t1"	FALSE
"ENSDART00000186174.1"	"ENSDARG00000101512"	"tmx4"	FALSE
"ENSDART00000186422.1"	"ENSDARG00000023933"	"SKIL_t4"	TRUE
"ENSDART00000186504.1"	"ENSDARG00000115860"	"atxn2_g1t3"	FALSE
"ENSDART00000186757.1"	"ENSDARG00000100635"	"chia.1"	FALSE
"ENSDART00000187231.1"	"ENSDARG00000113926"	"tmem177_g1t1"	FALSE
"ENSDART00000187730.1"	"ENSDARG00000113296"	"unknown.8917"	FALSE
"ENSDART00000187949.1"	"ENSDARG00000112510"	"tmem199_g2t1"	FALSE
"ENSDART00000188486.1"	"ENSDARG00000110488"	"neurl2_g2t1"	FALSE
"ENSDART00000188965.1"	"ENSDARG00000001154"	"RIMBP2_g1t6"	FALSE
"ENSDART00000189135.1"	"ENSDARG00000116788"	"utp6_g3t1"	FALSE
"ENSDART00000189294.1"	"ENSDARG00000112649"	"prdm8b_g1t1"	TRUE
"ENSDART00000189517.1"	"ENSDARG00000110855"	"gde1_g1t1"	FALSE
"ENSDART00000190314.1"	"ENSDARG00000112497"	"pop4_g2t1"	FALSE
"ENSDART00000190900.1"	"ENSDARG00000109787"	"fan1_g1t1"	FALSE
"ENSDART00000191802.1"	"ENSDARG00000112104"	"unknown.8983"	FALSE
"ENSDART00000192179.1"	"ENSDARG00000116814"	"unknown.8991"	TRUE
"ENSDART00000192793.1"	"ENSDARG00000111091"	"unknown.8999"	FALSE
"ENSDART00000193132.1"	"ENSDARG00000109973"	"arhgap12b_g2t1"	FALSE
"ENSDART00000193234.1"	"ENSDARG00000112946"	"numbl_g2t1"	FALSE
"ENSDART00000193358.1"	"ENSDARG00000111101"	"unknown.9014"	FALSE
"ENSDART00000193372.1"	"ENSDARG00000113459"	"unknown.9015"	FALSE
"ENSDART00000193800.1"	"ENSDARG00000111134"	"hexa_g1t1"	FALSE
"ENSDART00000193867.1"	"ENSDARG00000095708"	"unknown.9027"	TRUE
"ENSDART00000002128.7"	"ENSDARG00000009215"	"cldn29"	FALSE
"ENSDART00000002835.9"	"ENSDARG00000012234"	"psme3_g1t2"	FALSE
"ENSDART00000003482.7"	"ENSDARG00000014348"	"stk17b"	FALSE
"ENSDART00000003888.7"	"ENSDARG00000003827"	"snapc1b"	FALSE
"ENSDART00000003962.7"	"ENSDARG00000007217"	"wdr55"	FALSE
"ENSDART00000004539.7"	"ENSDARG00000027141"	"ube2l3b_t1"	FALSE
"ENSDART00000004727.8"	"ENSDARG00000007080"	"rhcgl1_g1t1"	FALSE
"ENSDART00000005086.6"	"ENSDARG00000019856"	"atp1a1b_g1t1"	FALSE
"ENSDART00000006783.6"	"ENSDARG00000020363"	"snrnp25"	FALSE
"ENSDART00000006817.9"	"ENSDARG00000001913"	"PALMD_t2"	FALSE
"ENSDART00000007103.8"	"ENSDARG00000020086"	"NUAK1_g1t1"	FALSE
"ENSDART00000007333.11"	"ENSDARG00000038731"	"slc25a36a_t2"	FALSE
"ENSDART00000007688.7"	"ENSDARG00000015869"	"slc22a16"	FALSE
"ENSDART00000009545.10"	"ENSDARG00000018110"	"pak4"	FALSE
"ENSDART00000011320.6"	"ENSDARG00000011360"	"nfatc2ip"	TRUE
"ENSDART00000013454.10"	"ENSDARG00000011683"	"prtfdc1b_t2"	FALSE
"ENSDART00000014404.9"	"ENSDARG00000004455"	"p2rx5"	FALSE
"ENSDART00000015755.8"	"ENSDARG00000015611"	"rasl11b"	FALSE
"ENSDART00000016677.9"	"ENSDARG00000017337"	"C11H6orf120"	FALSE
"ENSDART00000018524.8"	"ENSDARG00000011233"	"pcyt1aa"	FALSE
"ENSDART00000019155.7"	"ENSDARG00000020298"	"btg2"	FALSE
"ENSDART00000020386.7"	"ENSDARG00000018953"	"gclm"	FALSE
"ENSDART00000020456.7"	"ENSDARG00000013072"	"MMP15_g2t1"	FALSE
"ENSDART00000020834.9"	"ENSDARG00000003041"	"unknown.9039"	FALSE
"ENSDART00000022132.9"	"ENSDARG00000016594"	"haus4"	FALSE
"ENSDART00000022498.7"	"ENSDARG00000004114"	"TTI1"	FALSE
"ENSDART00000022621.11"	"ENSDARG00000012021"	"kdsr_t2"	FALSE
"ENSDART00000024832.8"	"ENSDARG00000019392"	"stat5a"	TRUE
"ENSDART00000025241.5"	"ENSDARG00000044280"	"opn1mw2"	FALSE
"ENSDART00000025691.9"	"ENSDARG00000008170"	"dbnla"	FALSE
"ENSDART00000025966.7"	"ENSDARG00000026513"	"hoxb6b"	TRUE
"ENSDART00000026020.8"	"ENSDARG00000010248"	"wdr54"	FALSE
"ENSDART00000026903.11"	"ENSDARG00000001769"	"ptpra_g1t1"	FALSE
"ENSDART00000027060.9"	"ENSDARG00000006585"	"DMWD_t2"	FALSE
"ENSDART00000027850.8"	"ENSDARG00000011945"	"slc35e1"	FALSE
"ENSDART00000029874.6"	"ENSDARG00000022569"	"nkx6.1"	TRUE
"ENSDART00000030921.8"	"ENSDARG00000028721"	"mapk14b_t3"	FALSE
"ENSDART00000032389.5"	"ENSDARG00000021141"	"plekhf2"	FALSE
"ENSDART00000032494.8"	"ENSDARG00000012039"	"ift56"	FALSE
"ENSDART00000033574.6"	"ENSDARG00000024771"	"slc24a5"	FALSE
"ENSDART00000033746.7"	"ENSDARG00000002304"	"gins2"	FALSE
"ENSDART00000036779.8"	"ENSDARG00000006747"	"tmem178bb"	FALSE
"ENSDART00000036854.9"	"ENSDARG00000008503"	"glcci1a"	FALSE
"ENSDART00000039438.8"	"ENSDARG00000028581"	"jkamp_t2"	FALSE
"ENSDART00000039829.6"	"ENSDARG00000037810"	"adtrp1"	FALSE
"ENSDART00000041685.8"	"ENSDARG00000020581"	"unknown.9048"	FALSE
"ENSDART00000041811.8"	"ENSDARG00000017220"	"otud7b_t2"	FALSE
"ENSDART00000043801.7"	"ENSDARG00000028485"	"cabp5b"	FALSE
"ENSDART00000044208.6"	"ENSDARG00000034504"	"lmo1_t1"	TRUE
"ENSDART00000044264.6"	"ENSDARG00000008388"	"mmp14b_g1t1"	FALSE
"ENSDART00000044411.6"	"ENSDARG00000053326"	"gna11b"	FALSE
"ENSDART00000044599.8"	"ENSDARG00000019713"	"unknown.9053"	FALSE
"ENSDART00000045232.7"	"ENSDARG00000028943"	"mtss1la_t2"	FALSE
"ENSDART00000046297.7"	"ENSDARG00000029476"	"ldlra_t1"	FALSE
"ENSDART00000047728.7"	"ENSDARG00000030759"	"melk"	FALSE
"ENSDART00000048537.6"	"ENSDARG00000002826"	"cep57l1_t2"	FALSE
"ENSDART00000049514.6"	"ENSDARG00000031202"	"alg11_t2"	FALSE
"ENSDART00000049968.7"	"ENSDARG00000035821"	"zmym4.2_t3"	TRUE
"ENSDART00000050357.8"	"ENSDARG00000051809"	"btr12"	FALSE
"ENSDART00000050649.10"	"ENSDARG00000032614"	"msi2b_t8"	FALSE
"ENSDART00000050865.5"	"ENSDARG00000035131"	"surf4l"	FALSE
"ENSDART00000051197.6"	"ENSDARG00000035332"	"cfap298"	FALSE
"ENSDART00000051623.5"	"ENSDARG00000035610"	"zgc:113208_g1t3"	FALSE
"ENSDART00000052083.5"	"ENSDARG00000035873"	"FJX1"	FALSE
"ENSDART00000053157.6"	"ENSDARG00000036592"	"setd4"	FALSE
"ENSDART00000053201.6"	"ENSDARG00000036625"	"polr2f_g1t1"	FALSE
"ENSDART00000053310.3"	"ENSDARG00000036704"	"tmem18"	FALSE
"ENSDART00000053399.5"	"ENSDARG00000036776"	"aldh8a1_g2t1"	FALSE
"ENSDART00000053494.3"	"ENSDARG00000036846"	"anks4b"	FALSE
"ENSDART00000053925.6"	"ENSDARG00000037101"	"mtmr7a_g2t1"	FALSE
"ENSDART00000054137.8"	"ENSDARG00000025348"	"igfbp5b"	FALSE
"ENSDART00000054581.6"	"ENSDARG00000037487"	"unknown.9063"	FALSE
"ENSDART00000054605.7"	"ENSDARG00000037501"	"aasdhppt"	FALSE
"ENSDART00000055129.4"	"ENSDARG00000037835"	"polr3k"	FALSE
"ENSDART00000055611.7"	"ENSDARG00000038154"	"isca2_t2"	FALSE
"ENSDART00000056188.6"	"ENSDARG00000038505"	"polr2h"	FALSE
"ENSDART00000056745.6"	"ENSDARG00000038865"	"acox3"	FALSE
"ENSDART00000059308.7"	"ENSDARG00000093622"	"spc24"	FALSE
"ENSDART00000059352.6"	"ENSDARG00000040557"	"exosc5_t2"	FALSE
"ENSDART00000059955.5"	"ENSDARG00000040910"	"ildr1b"	FALSE
"ENSDART00000060174.6"	"ENSDARG00000041071"	"jagn1a"	FALSE
"ENSDART00000060245.4"	"ENSDARG00000041108"	"ctsh"	FALSE
"ENSDART00000060744.6"	"ENSDARG00000041433"	"si:dkey-7c18.24"	FALSE
"ENSDART00000060825.5"	"ENSDARG00000041492"	"si:ch211-196f5.2"	FALSE
"ENSDART00000061729.7"	"ENSDARG00000042120"	"firrm"	FALSE
"ENSDART00000062080.4"	"ENSDARG00000042337"	"chrac1_t2"	TRUE
"ENSDART00000062092.7"	"ENSDARG00000042344"	"trmt6"	FALSE
"ENSDART00000062116.4"	"ENSDARG00000042357"	"cldnk"	FALSE
"ENSDART00000062629.5"	"ENSDARG00000042689"	"zbtb37"	TRUE
"ENSDART00000062697.4"	"ENSDARG00000042723"	"gfra2a"	FALSE
"ENSDART00000063064.6"	"ENSDARG00000042956"	"cyp2ad6"	FALSE
"ENSDART00000063398.6"	"ENSDARG00000043182"	"hhla2a.1_t2"	FALSE
"ENSDART00000063578.7"	"ENSDARG00000043307"	"srd5a3"	FALSE
"ENSDART00000064080.6"	"ENSDARG00000043640"	"cenpn"	FALSE
"ENSDART00000064187.7"	"ENSDARG00000043710"	"parvaa"	FALSE
"ENSDART00000064219.7"	"ENSDARG00000043734"	"trmu"	FALSE
"ENSDART00000064463.6"	"ENSDARG00000043898"	"timm10b"	FALSE
"ENSDART00000066123.7"	"ENSDARG00000044980"	"KPNA6_t2"	FALSE
"ENSDART00000066288.6"	"ENSDARG00000013880"	"SPATA20"	FALSE
"ENSDART00000066794.4"	"ENSDARG00000045422"	"otulina_t2"	FALSE
"ENSDART00000066942.6"	"ENSDARG00000111748"	"acot15_g1t1"	FALSE
"ENSDART00000067621.6"	"ENSDARG00000031836"	"vps37c"	FALSE
"ENSDART00000067762.7"	"ENSDARG00000036863"	"myo1d"	FALSE
"ENSDART00000073755.6"	"ENSDARG00000052025"	"pomgnt1_g1t2"	FALSE
"ENSDART00000074070.7"	"ENSDARG00000052242"	"AFF2_t2"	TRUE
"ENSDART00000074553.6"	"ENSDARG00000052658"	"PPTC7"	FALSE
"ENSDART00000075230.7"	"ENSDARG00000053222"	"asb5b_t4"	FALSE
"ENSDART00000075539.6"	"ENSDARG00000053502"	"cryaa_g2t1"	FALSE
"ENSDART00000078453.5"	"ENSDARG00000056030"	"hoxb7a_t2"	TRUE
"ENSDART00000078494.5"	"ENSDARG00000056079"	"l3mbtl2_g1t3"	TRUE
"ENSDART00000078767.6"	"ENSDARG00000009217"	"tom1l2_g1t3"	FALSE
"ENSDART00000079497.6"	"ENSDARG00000056914"	"emg1"	FALSE
"ENSDART00000079695.5"	"ENSDARG00000057100"	"zwilch"	FALSE
"ENSDART00000079879.5"	"ENSDARG00000057262"	"cyp27a3"	FALSE
"ENSDART00000080306.5"	"ENSDARG00000057598"	"s100b"	FALSE
"ENSDART00000080481.6"	"ENSDARG00000057737"	"rxraa_t2"	TRUE
"ENSDART00000080536.7"	"ENSDARG00000069912"	"hmga2"	TRUE
"ENSDART00000080825.5"	"ENSDARG00000091348"	"rtn3_t1"	FALSE
"ENSDART00000080829.8"	"ENSDARG00000058030"	"hspa14_g1t2"	FALSE
"ENSDART00000081035.5"	"ENSDARG00000058208"	"slc25a26_g2t1"	FALSE
"ENSDART00000081212.7"	"ENSDARG00000058349"	"polr2l"	FALSE
"ENSDART00000081323.4"	"ENSDARG00000058452"	"abhd17c_g1t2"	FALSE
"ENSDART00000081544.6"	"ENSDARG00000045298"	"WIPF2_t3"	FALSE
"ENSDART00000082647.7"	"ENSDARG00000076486"	"acp1_t1"	FALSE
"ENSDART00000083569.5"	"ENSDARG00000059815"	"oaz2b"	FALSE
"ENSDART00000084439.6"	"ENSDARG00000005648"	"olfml2a"	FALSE
"ENSDART00000084729.5"	"ENSDARG00000060263"	"pecam1a"	FALSE
"ENSDART00000085039.7"	"ENSDARG00000060390"	"stk26_t2"	FALSE
"ENSDART00000085263.6"	"ENSDARG00000060484"	"selenoi"	FALSE
"ENSDART00000085290.6"	"ENSDARG00000052604"	"CPEB2_t1"	FALSE
"ENSDART00000085387.6"	"ENSDARG00000060549"	"ECEL1"	FALSE
"ENSDART00000085675.8"	"ENSDARG00000060637"	"clstn2a"	FALSE
"ENSDART00000086490.7"	"ENSDARG00000060983"	"smyd4"	FALSE
"ENSDART00000087797.5"	"ENSDARG00000061508"	"tgfbrap1"	FALSE
"ENSDART00000088265.6"	"ENSDARG00000061687"	"atxn1a_g2t1"	FALSE
"ENSDART00000088819.6"	"ENSDARG00000061901"	"ankrd13a"	FALSE
"ENSDART00000089076.6"	"ENSDARG00000061992"	"DOT1L_t3"	FALSE
"ENSDART00000090016.5"	"ENSDARG00000062335"	"nudt14_g2t1"	FALSE
"ENSDART00000090221.7"	"ENSDARG00000062390"	"cdc42ep5_t2"	FALSE
"ENSDART00000090475.6"	"ENSDARG00000062532"	"unknown.9107"	FALSE
"ENSDART00000091241.7"	"ENSDARG00000062831"	"unknown.9109"	FALSE
"ENSDART00000092324.5"	"ENSDARG00000063297"	"abcb6a"	FALSE
"ENSDART00000092925.5"	"ENSDARG00000094258"	"commd9_g1t2"	FALSE
"ENSDART00000097531.5"	"ENSDARG00000067717"	"tomm7_t2"	FALSE
"ENSDART00000097664.6"	"ENSDARG00000067801"	"unknown.9116"	FALSE
