"transcript_id"	"gene_id"	"gene_name"	"TF"
"ENSDART00000006381.8"	"ENSDARG00000015540"	"psen2"	FALSE
"ENSDART00000006843.8"	"ENSDARG00000008772"	"cacng1a"	FALSE
"ENSDART00000007053.9"	"ENSDARG00000024184"	"narf_t2"	FALSE
"ENSDART00000007066.7"	"ENSDARG00000016496"	"cdk8_g2t1"	TRUE
"ENSDART00000007487.9"	"ENSDARG00000003132"	"apip"	FALSE
"ENSDART00000008152.9"	"ENSDARG00000006598"	"sgk2b_t2"	FALSE
"ENSDART00000008326.7"	"ENSDARG00000016856"	"pon2"	FALSE
"ENSDART00000008490.9"	"ENSDARG00000003017"	"ube2al"	FALSE
"ENSDART00000008847.9"	"ENSDARG00000017037"	"ikbkg_t1"	TRUE
"ENSDART00000009126.10"	"ENSDARG00000010844"	"kras_t2"	FALSE
"ENSDART00000009164.8"	"ENSDARG00000014685"	"esco2"	FALSE
"ENSDART00000009234.9"	"ENSDARG00000012723"	"rbm14a_g2t1"	FALSE
"ENSDART00000009464.9"	"ENSDARG00000019998"	"slc30a7_g2t1"	FALSE
"ENSDART00000010615.6"	"ENSDARG00000020031"	"cldn11a"	FALSE
"ENSDART00000010881.7"	"ENSDARG00000021383"	"naalad2"	FALSE
"ENSDART00000011076.7"	"ENSDARG00000002365"	"cers5"	FALSE
"ENSDART00000011785.8"	"ENSDARG00000018623"	"rad54l"	FALSE
"ENSDART00000011955.9"	"ENSDARG00000054874"	"gpsm1b"	FALSE
"ENSDART00000012132.8"	"ENSDARG00000004318"	"cbwd"	FALSE
"ENSDART00000013059.9"	"ENSDARG00000016016"	"dbnlb_t2"	FALSE
"ENSDART00000013343.8"	"ENSDARG00000010301"	"b4galt6"	FALSE
"ENSDART00000013360.6"	"ENSDARG00000014554"	"ppp1r3cb_t2"	FALSE
"ENSDART00000013534.9"	"ENSDARG00000004782"	"fgfr3_g2t1"	FALSE
"ENSDART00000013745.6"	"ENSDARG00000004082"	"gja2"	FALSE
"ENSDART00000013814.8"	"ENSDARG00000012892"	"ammecr1"	FALSE
"ENSDART00000014182.10"	"ENSDARG00000013997"	"ern1"	TRUE
"ENSDART00000014434.8"	"ENSDARG00000010108"	"bri3bp"	FALSE
"ENSDART00000014538.8"	"ENSDARG00000020122"	"endou2"	FALSE
"ENSDART00000015134.7"	"ENSDARG00000011661"	"twf1b"	FALSE
"ENSDART00000015670.8"	"ENSDARG00000016318"	"med7_g3t1"	FALSE
"ENSDART00000015694.7"	"ENSDARG00000007257"	"rab5ab"	FALSE
"ENSDART00000015710.8"	"ENSDARG00000017665"	"snrkb"	FALSE
"ENSDART00000015872.9"	"ENSDARG00000007531"	"zcchc9"	FALSE
"ENSDART00000016314.10"	"ENSDARG00000005561"	"gfm2"	FALSE
"ENSDART00000016864.7"	"ENSDARG00000016745"	"slc35f6"	FALSE
"ENSDART00000017384.8"	"ENSDARG00000009031"	"unknown.9853"	FALSE
"ENSDART00000018553.5"	"ENSDARG00000002613"	"rpa3"	FALSE
"ENSDART00000018972.8"	"ENSDARG00000002506"	"C7H16orf87"	FALSE
"ENSDART00000019325.9"	"ENSDARG00000006040"	"cyp20a1"	FALSE
"ENSDART00000020168.10"	"ENSDARG00000015722"	"kctd5a"	FALSE
"ENSDART00000020174.5"	"ENSDARG00000005172"	"dynll2b"	FALSE
"ENSDART00000020187.9"	"ENSDARG00000117178"	"sort1a_g2t1"	FALSE
"ENSDART00000020192.9"	"ENSDARG00000013079"	"tubgcp2"	FALSE
"ENSDART00000020529.9"	"ENSDARG00000005915"	"tcf3a_t2"	TRUE
"ENSDART00000020861.7"	"ENSDARG00000013128"	"PDK1"	FALSE
"ENSDART00000021009.9"	"ENSDARG00000079012"	"unknown.9855"	FALSE
"ENSDART00000022356.8"	"ENSDARG00000009740"	"ppp1r7_t2"	FALSE
"ENSDART00000022694.7"	"ENSDARG00000007869"	"ehd3"	FALSE
"ENSDART00000022840.8"	"ENSDARG00000036359"	"riox2"	FALSE
"ENSDART00000022866.10"	"ENSDARG00000052462"	"pisd_g2t1"	FALSE
"ENSDART00000023040.8"	"ENSDARG00000019335"	"hes6_t2"	TRUE
"ENSDART00000023074.8"	"ENSDARG00000007065"	"mrps18b"	FALSE
"ENSDART00000023206.8"	"ENSDARG00000019130"	"plk2b"	FALSE
"ENSDART00000023674.8"	"ENSDARG00000056023"	"hoxb9a"	TRUE
"ENSDART00000023806.9"	"ENSDARG00000021404"	"zgc:110319_t2"	FALSE
"ENSDART00000023894.11"	"ENSDARG00000017661"	"braf_t2"	FALSE
"ENSDART00000024619.6"	"ENSDARG00000003068"	"gorasp1a"	FALSE
"ENSDART00000025229.8"	"ENSDARG00000020448"	"adi1"	FALSE
"ENSDART00000025449.8"	"ENSDARG00000013057"	"hoxb5a"	TRUE
"ENSDART00000025803.7"	"ENSDARG00000015070"	"pola2"	FALSE
"ENSDART00000025875.8"	"ENSDARG00000006901"	"unknown.9859"	FALSE
"ENSDART00000026430.6"	"ENSDARG00000002204"	"hspb9l"	FALSE
"ENSDART00000026846.7"	"ENSDARG00000004527"	"pin4"	FALSE
"ENSDART00000027019.8"	"ENSDARG00000005425"	"wdfy1_t2"	FALSE
"ENSDART00000027119.9"	"ENSDARG00000003751"	"lats1_t2"	FALSE
"ENSDART00000027364.8"	"ENSDARG00000021184"	"rbfox1l_g1t1"	FALSE
"ENSDART00000027563.10"	"ENSDARG00000004636"	"ccdc9_t3"	FALSE
"ENSDART00000027657.8"	"ENSDARG00000018073"	"mrps22_g1t4"	FALSE
"ENSDART00000028099.7"	"ENSDARG00000018494"	"smn1_t2"	FALSE
"ENSDART00000028225.7"	"ENSDARG00000023712"	"mao"	FALSE
"ENSDART00000028941.7"	"ENSDARG00000024465"	"mrps18a"	FALSE
"ENSDART00000029347.8"	"ENSDARG00000022303"	"higd1a"	FALSE
"ENSDART00000029781.8"	"ENSDARG00000028664"	"ahsa1a_t3"	FALSE
"ENSDART00000030553.9"	"ENSDARG00000027586"	"TOP3B"	FALSE
"ENSDART00000030691.6"	"ENSDARG00000022995"	"clic4_t2"	FALSE
"ENSDART00000030995.8"	"ENSDARG00000012215"	"umps"	FALSE
"ENSDART00000032861.8"	"ENSDARG00000036826"	"ankrd52a"	FALSE
"ENSDART00000033316.5"	"ENSDARG00000027397"	"vangl2"	FALSE
"ENSDART00000033362.9"	"ENSDARG00000005834"	"gatad2b"	TRUE
"ENSDART00000034054.8"	"ENSDARG00000027813"	"nus1"	FALSE
"ENSDART00000034109.8"	"ENSDARG00000069857"	"coq3"	FALSE
"ENSDART00000034849.9"	"ENSDARG00000025728"	"grin1b_t1"	FALSE
"ENSDART00000036513.9"	"ENSDARG00000016200"	"trib3"	TRUE
"ENSDART00000036581.6"	"ENSDARG00000026577"	"cdk2"	TRUE
"ENSDART00000036703.7"	"ENSDARG00000025391"	"pfdn2"	FALSE
"ENSDART00000036760.8"	"ENSDARG00000035338"	"tppp2_g2t1"	FALSE
"ENSDART00000037282.4"	"ENSDARG00000021753"	"ccdc25"	FALSE
"ENSDART00000039495.5"	"ENSDARG00000026072"	"pdcd5"	FALSE
"ENSDART00000040328.4"	"ENSDARG00000029406"	"h2ax"	FALSE
"ENSDART00000041229.5"	"ENSDARG00000034650"	"fabp7b"	FALSE
"ENSDART00000041397.5"	"ENSDARG00000031587"	"flvcr1"	FALSE
"ENSDART00000041417.7"	"ENSDARG00000029474"	"CAMK1_g2t1"	FALSE
"ENSDART00000041476.5"	"ENSDARG00000008184"	"unknown.9865"	FALSE
"ENSDART00000041515.6"	"ENSDARG00000033320"	"sar1ab"	FALSE
"ENSDART00000042297.7"	"ENSDARG00000031971"	"poglut2_g2t2"	FALSE
"ENSDART00000042704.7"	"ENSDARG00000030053"	"eef1db_t1"	FALSE
"ENSDART00000043091.8"	"ENSDARG00000016551"	"IQSEC1_g2t1"	FALSE
"ENSDART00000043546.7"	"ENSDARG00000032985"	"mrpl27"	FALSE
"ENSDART00000044738.7"	"ENSDARG00000007247"	"ric8a_t1"	FALSE
"ENSDART00000044756.6"	"ENSDARG00000006389"	"smad2_t3"	TRUE
"ENSDART00000045292.7"	"ENSDARG00000008372"	"spred2b"	FALSE
"ENSDART00000045600.8"	"ENSDARG00000030494"	"hjv_t2"	FALSE
"ENSDART00000045881.7"	"ENSDARG00000001129"	"dicer1_g1t1"	FALSE
"ENSDART00000045894.7"	"ENSDARG00000018891"	"rnaseh2a_t2"	FALSE
"ENSDART00000046638.8"	"ENSDARG00000056027"	"hoxb8a"	TRUE
"ENSDART00000046670.9"	"ENSDARG00000013776"	"thop1_t2"	FALSE
"ENSDART00000046764.9"	"ENSDARG00000026629"	"gmds_t3"	FALSE
"ENSDART00000046781.7"	"ENSDARG00000032997"	"rnf185_t2"	FALSE
"ENSDART00000046857.7"	"ENSDARG00000033854"	"abrab"	TRUE
"ENSDART00000047055.7"	"ENSDARG00000029596"	"trim55a"	FALSE
"ENSDART00000047073.8"	"ENSDARG00000034189"	"oxsr1a"	FALSE
"ENSDART00000048050.8"	"ENSDARG00000030176"	"zgc:92429"	FALSE
"ENSDART00000048722.8"	"ENSDARG00000032469"	"ampd3b"	FALSE
"ENSDART00000048871.6"	"ENSDARG00000033140"	"desi1a"	FALSE
"ENSDART00000049572.4"	"ENSDARG00000034773"	"ncapd3_g1t1"	FALSE
"ENSDART00000050534.6"	"ENSDARG00000029668"	"crim1"	FALSE
"ENSDART00000050753.6"	"ENSDARG00000032639"	"cd36"	FALSE
"ENSDART00000050863.4"	"ENSDARG00000035129"	"zgc:101858"	FALSE
"ENSDART00000051670.5"	"ENSDARG00000035634"	"rfc5"	FALSE
"ENSDART00000052434.7"	"ENSDARG00000036116"	"eif3hb_t2"	FALSE
"ENSDART00000052844.5"	"ENSDARG00000036376"	"cldn7a_g1t1"	FALSE
"ENSDART00000053125.7"	"ENSDARG00000036571"	"sema3e_g2t1"	FALSE
"ENSDART00000053187.6"	"ENSDARG00000057497"	"stk35l"	FALSE
"ENSDART00000053921.6"	"ENSDARG00000109424"	"slc7a2_g2t1"	FALSE
"ENSDART00000054092.7"	"ENSDARG00000037196"	"unknown.9876"	TRUE
"ENSDART00000054594.7"	"ENSDARG00000078042"	"il10rb_t2"	FALSE
"ENSDART00000054761.6"	"ENSDARG00000037607"	"nol4lb"	FALSE
"ENSDART00000054876.7"	"ENSDARG00000037675"	"npm1b_t2"	TRUE
"ENSDART00000055428.4"	"ENSDARG00000038025"	"cbx7a"	FALSE
"ENSDART00000055491.6"	"ENSDARG00000038067"	"smurf2"	TRUE
"ENSDART00000055541.6"	"ENSDARG00000038099"	"gskip"	FALSE
"ENSDART00000056764.5"	"ENSDARG00000011941"	"bmpr2a"	FALSE
"ENSDART00000056921.8"	"ENSDARG00000005458"	"csnk1g2a_t2"	FALSE
"ENSDART00000057377.5"	"ENSDARG00000039269"	"arg2"	FALSE
"ENSDART00000058339.7"	"ENSDARG00000039882"	"ap3s2_t3"	FALSE
"ENSDART00000058443.6"	"ENSDARG00000039949"	"FIBIN"	FALSE
"ENSDART00000058524.5"	"ENSDARG00000032237"	"anapc4_t2"	FALSE
"ENSDART00000058685.7"	"ENSDARG00000040123"	"zfpm2a_t4"	TRUE
"ENSDART00000058742.6"	"ENSDARG00000040161"	"lemd1_t5"	FALSE
"ENSDART00000058843.7"	"ENSDARG00000040224"	"krcp"	FALSE
"ENSDART00000059574.8"	"ENSDARG00000040678"	"ccdc93"	FALSE
"ENSDART00000060251.4"	"ENSDARG00000041113"	"wdr18"	FALSE
"ENSDART00000062309.5"	"ENSDARG00000042489"	"thap12a"	TRUE
"ENSDART00000062525.7"	"ENSDARG00000042623"	"acbd3"	FALSE
"ENSDART00000063057.5"	"ENSDARG00000042948"	"dnajc5aa"	FALSE
"ENSDART00000063357.6"	"ENSDARG00000051923"	"ccnb1_t2"	FALSE
"ENSDART00000064214.6"	"ENSDARG00000043729"	"plac8.1"	FALSE
"ENSDART00000064439.6"	"ENSDARG00000043884"	"nup43_t3"	FALSE
"ENSDART00000064554.4"	"ENSDARG00000043972"	"ppp2r3c"	FALSE
"ENSDART00000064860.7"	"ENSDARG00000074023"	"RBMS1"	FALSE
"ENSDART00000064995.6"	"ENSDARG00000044267"	"sumo1"	FALSE
"ENSDART00000065208.5"	"ENSDARG00000044402"	"nop16"	FALSE
"ENSDART00000065411.7"	"ENSDARG00000044551"	"atg9a_t4"	FALSE
"ENSDART00000065566.5"	"ENSDARG00000044628"	"dtd1"	FALSE
"ENSDART00000065755.4"	"ENSDARG00000069525"	"gpn3"	FALSE
"ENSDART00000066164.5"	"ENSDARG00000045003"	"plvapb"	FALSE
"ENSDART00000066191.5"	"ENSDARG00000045025"	"ift52"	FALSE
"ENSDART00000066264.4"	"ENSDARG00000045071"	"chad"	FALSE
"ENSDART00000066721.6"	"ENSDARG00000045372"	"ngdn"	FALSE
"ENSDART00000066961.6"	"ENSDARG00000045540"	"ppp6r2a_t2"	FALSE
"ENSDART00000066975.6"	"ENSDARG00000029524"	"impdh1b_t2"	FALSE
"ENSDART00000067001.7"	"ENSDARG00000045565"	"noc4l"	FALSE
"ENSDART00000067030.6"	"ENSDARG00000027310"	"unknown.9889"	FALSE
"ENSDART00000067040.6"	"ENSDARG00000045598"	"akr1b1.2"	FALSE
"ENSDART00000067427.5"	"ENSDARG00000045874"	"yeats4"	TRUE
"ENSDART00000067488.7"	"ENSDARG00000045913"	"mrps10"	FALSE
"ENSDART00000073609.6"	"ENSDARG00000051902"	"prmt7_g2t1"	FALSE
"ENSDART00000073676.5"	"ENSDARG00000051956"	"isca1"	FALSE
"ENSDART00000073847.5"	"ENSDARG00000052073"	"blcap"	FALSE
"ENSDART00000073936.6"	"ENSDARG00000052142"	"ACVR1B_t2"	FALSE
"ENSDART00000074155.6"	"ENSDARG00000052331"	"abcf2b"	FALSE
"ENSDART00000075486.6"	"ENSDARG00000053447"	"ppp4r2b_t2"	FALSE
"ENSDART00000075588.6"	"ENSDARG00000053554"	"wdr76_g1t2"	FALSE
"ENSDART00000076161.5"	"ENSDARG00000054030"	"hoxb5b"	TRUE
"ENSDART00000076362.4"	"ENSDARG00000054208"	"phkg2"	FALSE
"ENSDART00000076483.4"	"ENSDARG00000054307"	"zgc:77151"	TRUE
"ENSDART00000076938.6"	"ENSDARG00000054778"	"pogza"	FALSE
"ENSDART00000077926.6"	"ENSDARG00000002131"	"celf2_t2"	FALSE
"ENSDART00000078033.5"	"ENSDARG00000055642"	"GPT"	FALSE
"ENSDART00000078052.5"	"ENSDARG00000055679"	"mto1"	FALSE
"ENSDART00000078866.5"	"ENSDARG00000056378"	"ifi30a"	FALSE
"ENSDART00000078972.5"	"ENSDARG00000056464"	"fitm1l"	FALSE
"ENSDART00000079251.5"	"ENSDARG00000056717"	"vars2"	FALSE
"ENSDART00000080174.4"	"ENSDARG00000057491"	"n4bp1"	FALSE
"ENSDART00000080832.4"	"ENSDARG00000058032"	"tpk2"	FALSE
"ENSDART00000080925.4"	"ENSDARG00000058114"	"bpnt2"	FALSE
"ENSDART00000081092.6"	"ENSDARG00000058248"	"unknown.9904"	FALSE
"ENSDART00000081643.7"	"ENSDARG00000058729"	"akirin2_t2"	FALSE
"ENSDART00000082087.6"	"ENSDARG00000059075"	"nip7"	FALSE
"ENSDART00000083308.6"	"ENSDARG00000059738"	"PTPRS_g1t2"	FALSE
"ENSDART00000083656.5"	"ENSDARG00000052897"	"atxn2_g2t1"	FALSE
"ENSDART00000083807.7"	"ENSDARG00000074337"	"cbfa2t2_t2"	TRUE
"ENSDART00000083898.7"	"ENSDARG00000059933"	"PLPP3"	FALSE
"ENSDART00000084517.7"	"ENSDARG00000060177"	"VCPIP1"	FALSE
"ENSDART00000084598.6"	"ENSDARG00000070097"	"selenos"	FALSE
"ENSDART00000085761.6"	"ENSDARG00000077326"	"SLC45A4_g1t2"	FALSE
"ENSDART00000086443.7"	"ENSDARG00000060978"	"ATP2A3_t3"	FALSE
"ENSDART00000086531.7"	"ENSDARG00000061004"	"cox11_t2"	FALSE
"ENSDART00000087658.6"	"ENSDARG00000061451"	"n4bp2_g2t1"	FALSE
"ENSDART00000087726.7"	"ENSDARG00000061478"	"igf2bp1_t2"	FALSE
"ENSDART00000088460.7"	"ENSDARG00000061757"	"unknown.9912"	FALSE
"ENSDART00000089242.5"	"ENSDARG00000062053"	"kifbp_g1t1"	FALSE
"ENSDART00000089539.7"	"ENSDARG00000062148"	"SENP7_t3"	FALSE
"ENSDART00000089694.6"	"ENSDARG00000025920"	"TIAM1_g2t1"	FALSE
"ENSDART00000090191.6"	"ENSDARG00000062385"	"flcn_t2"	FALSE
"ENSDART00000090837.5"	"ENSDARG00000062651"	"zc3hc1"	FALSE
"ENSDART00000091013.6"	"ENSDARG00000093318"	"si:dkey-57a22.15"	FALSE
"ENSDART00000091752.6"	"ENSDARG00000036156"	"fnbp1a"	FALSE
"ENSDART00000097244.5"	"ENSDARG00000067560"	"gtf2h3"	TRUE
"ENSDART00000097648.5"	"ENSDARG00000067795"	"ifngr2"	FALSE
"ENSDART00000097710.6"	"ENSDARG00000067829"	"PPARGC1A"	TRUE
"ENSDART00000097729.5"	"ENSDARG00000067838"	"riox1"	FALSE
"ENSDART00000098520.4"	"ENSDARG00000068213"	"fzd10"	FALSE
"ENSDART00000098616.6"	"ENSDARG00000068256"	"rwdd_t2"	FALSE
"ENSDART00000098627.5"	"ENSDARG00000068261"	"pros1_t2"	FALSE
"ENSDART00000098734.4"	"ENSDARG00000014731"	"cacybp"	FALSE
"ENSDART00000098850.5"	"ENSDARG00000031044"	"lipg_t2"	FALSE
"ENSDART00000099262.4"	"ENSDARG00000038159"	"tcf7l1a_t2"	TRUE
"ENSDART00000099552.5"	"ENSDARG00000068755"	"exosc8"	FALSE
"ENSDART00000099692.4"	"ENSDARG00000068833"	"dclre1b"	FALSE
"ENSDART00000099869.6"	"ENSDARG00000090106"	"SLC17A7"	FALSE
"ENSDART00000099988.5"	"ENSDARG00000068981"	"glceb"	FALSE
"ENSDART00000100214.5"	"ENSDARG00000069066"	"unknown.9937"	FALSE
"ENSDART00000100320.6"	"ENSDARG00000005394"	"dnmt3aa_t2"	FALSE
"ENSDART00000100592.5"	"ENSDARG00000069242"	"pdia5"	FALSE
"ENSDART00000100698.4"	"ENSDARG00000069283"	"ercc8_g1t2"	FALSE
"ENSDART00000101126.5"	"ENSDARG00000069463"	"alox12"	FALSE
"ENSDART00000101205.4"	"ENSDARG00000069498"	"phkg1b_t2"	FALSE
"ENSDART00000101462.5"	"ENSDARG00000069624"	"mrps18c"	FALSE
"ENSDART00000101770.5"	"ENSDARG00000069763"	"etv5a_g2t3"	TRUE
"ENSDART00000101918.5"	"ENSDARG00000069823"	"unknown.9942"	FALSE
"ENSDART00000102555.6"	"ENSDARG00000070076"	"actr2b"	FALSE
"ENSDART00000102640.5"	"ENSDARG00000070119"	"ctc1"	FALSE
"ENSDART00000102795.6"	"ENSDARG00000019743"	"dctn1a_t2"	FALSE
"ENSDART00000103139.4"	"ENSDARG00000070346"	"hoxc8a"	TRUE
"ENSDART00000103176.5"	"ENSDARG00000090190"	"bcam_t3"	FALSE
"ENSDART00000103371.6"	"ENSDARG00000070441"	"zdhhc17"	FALSE
"ENSDART00000103455.4"	"ENSDARG00000070471"	"tarbp2"	FALSE
"ENSDART00000103549.5"	"ENSDARG00000008034"	"skib"	FALSE
"ENSDART00000103692.5"	"ENSDARG00000035985"	"fam210aa"	FALSE
"ENSDART00000103980.4"	"ENSDARG00000070670"	"crip2"	FALSE
"ENSDART00000104206.4"	"ENSDARG00000056729"	"her4.5"	TRUE
"ENSDART00000104524.4"	"ENSDARG00000070923"	"cav4b"	FALSE
"ENSDART00000104528.5"	"ENSDARG00000040747"	"tm4sf4"	FALSE
"ENSDART00000104647.6"	"ENSDARG00000040163"	"prim1"	FALSE
"ENSDART00000104877.5"	"ENSDARG00000034933"	"chchd3b"	FALSE
"ENSDART00000105284.6"	"ENSDARG00000071272"	"unknown.9943"	FALSE
"ENSDART00000105678.6"	"ENSDARG00000071465"	"lrrc39"	FALSE
"ENSDART00000105686.6"	"ENSDARG00000025081"	"grnb_t2"	FALSE
"ENSDART00000105711.6"	"ENSDARG00000020000"	"sh3bp4a"	FALSE
"ENSDART00000105788.5"	"ENSDARG00000071506"	"mgat5"	FALSE
"ENSDART00000105823.6"	"ENSDARG00000071524"	"insrb"	FALSE
"ENSDART00000105903.5"	"ENSDARG00000071573"	"lsm5_t2"	FALSE
"ENSDART00000106048.4"	"ENSDARG00000078233"	"CTNND1_t2"	TRUE
"ENSDART00000108646.4"	"ENSDARG00000076870"	"PIEZO1"	FALSE
"ENSDART00000108796.4"	"ENSDARG00000078572"	"STOX2_g2t1"	FALSE
"ENSDART00000108916.4"	"ENSDARG00000076697"	"SIPA1_t2"	FALSE
"ENSDART00000109126.4"	"ENSDARG00000074779"	"unknown.9944"	FALSE
"ENSDART00000109460.3"	"ENSDARG00000075795"	"unknown.9948"	FALSE
"ENSDART00000109487.4"	"ENSDARG00000074645"	"unknown.9949"	FALSE
"ENSDART00000109615.5"	"ENSDARG00000073911"	"TMEM255A_t4"	FALSE
"ENSDART00000109645.5"	"ENSDARG00000075385"	"unknown.9951"	FALSE
"ENSDART00000109970.4"	"ENSDARG00000079317"	"DLC1"	FALSE
"ENSDART00000109980.4"	"ENSDARG00000075337"	"lars2_t2"	FALSE
"ENSDART00000110377.2"	"ENSDARG00000078250"	"zgc:194398"	FALSE
"ENSDART00000110818.5"	"ENSDARG00000036281"	"CC2D1A"	TRUE
"ENSDART00000111430.2"	"ENSDARG00000076228"	"kif2c_t3"	FALSE
"ENSDART00000111435.4"	"ENSDARG00000075139"	"HDAC5_t2"	TRUE
"ENSDART00000111472.3"	"ENSDARG00000079015"	"brca2"	TRUE
"ENSDART00000111486.4"	"ENSDARG00000076334"	"mrpl43"	FALSE
"ENSDART00000111636.4"	"ENSDARG00000076302"	"dtx4a"	FALSE
"ENSDART00000111856.4"	"ENSDARG00000078866"	"SDK1"	FALSE
"ENSDART00000111858.4"	"ENSDARG00000079391"	"mrpl42"	FALSE
"ENSDART00000111986.4"	"ENSDARG00000075025"	"cdc123_t2"	FALSE
"ENSDART00000112487.2"	"ENSDARG00000112263"	"chrne_g1t1"	FALSE
"ENSDART00000113037.3"	"ENSDARG00000079611"	"sema4c"	FALSE
"ENSDART00000113058.4"	"ENSDARG00000017311"	"gpsm2_g1t2"	FALSE
"ENSDART00000113280.4"	"ENSDARG00000075942"	"FRMD5_g2t1"	FALSE
"ENSDART00000113497.4"	"ENSDARG00000078576"	"SETD5_t2"	FALSE
"ENSDART00000113550.4"	"ENSDARG00000077545"	"unknown.9968"	FALSE
"ENSDART00000113797.5"	"ENSDARG00000077101"	"zbtb10"	TRUE
"ENSDART00000114067.4"	"ENSDARG00000079388"	"agrn_g1t1"	FALSE
"ENSDART00000114113.4"	"ENSDARG00000010770"	"sox19a_g2t1"	TRUE
"ENSDART00000114343.4"	"ENSDARG00000078904"	"brd4_t1"	FALSE
"ENSDART00000114682.4"	"ENSDARG00000078653"	"ralbp1"	FALSE
"ENSDART00000114885.5"	"ENSDARG00000029381"	"aldh3a2b"	FALSE
"ENSDART00000115208.4"	"ENSDARG00000075400"	"FBXO33"	FALSE
"ENSDART00000121714.5"	"ENSDARG00000030153"	"gnptab_t2"	FALSE
"ENSDART00000121809.4"	"ENSDARG00000043094"	"GNAS_t2"	FALSE
"ENSDART00000122134.4"	"ENSDARG00000060723"	"stim1a_t3"	FALSE
"ENSDART00000122513.3"	"ENSDARG00000014274"	"rfc2"	FALSE
"ENSDART00000122670.4"	"ENSDARG00000056369"	"ufsp2_g2t1"	FALSE
"ENSDART00000123139.4"	"ENSDARG00000025071"	"brd8b_t3"	FALSE
"ENSDART00000123588.5"	"ENSDARG00000097478"	"qkia_t2"	FALSE
"ENSDART00000123591.3"	"ENSDARG00000090301"	"usp48_t2"	FALSE
"ENSDART00000124091.3"	"ENSDARG00000089187"	"wfdc2"	FALSE
"ENSDART00000124416.3"	"ENSDARG00000008020"	"med31"	TRUE
"ENSDART00000124582.3"	"ENSDARG00000069101"	"napbb_t2"	FALSE
"ENSDART00000125158.2"	"ENSDARG00000087074"	"znf574"	TRUE
"ENSDART00000125299.4"	"ENSDARG00000090752"	"PLK2"	FALSE
"ENSDART00000125416.7"	"ENSDARG00000018765"	"pknox1.1"	TRUE
"ENSDART00000125700.2"	"ENSDARG00000090462"	"mrpl20"	FALSE
"ENSDART00000125909.3"	"ENSDARG00000068745"	"unknown.10000"	FALSE
"ENSDART00000125961.3"	"ENSDARG00000020057"	"bmpr2b"	FALSE
"ENSDART00000125969.4"	"ENSDARG00000089055"	"ube2ka"	FALSE
"ENSDART00000126273.4"	"ENSDARG00000055027"	"pomt2"	FALSE
"ENSDART00000126343.3"	"ENSDARG00000029472"	"AFDN_t1"	FALSE
"ENSDART00000126959.4"	"ENSDARG00000043416"	"tnfaip2a_t2"	FALSE
"ENSDART00000128246.4"	"ENSDARG00000039400"	"polr1c_t2"	FALSE
"ENSDART00000128591.4"	"ENSDARG00000052124"	"accs_t2"	FALSE
"ENSDART00000128894.4"	"ENSDARG00000079850"	"unknown.10017"	FALSE
"ENSDART00000129459.3"	"ENSDARG00000061763"	"afg2b"	FALSE
"ENSDART00000130513.5"	"ENSDARG00000018257"	"NCOA1_t2"	FALSE
"ENSDART00000130625.3"	"ENSDARG00000087784"	"unknown.10023"	FALSE
"ENSDART00000130648.3"	"ENSDARG00000089844"	"unknown.10024"	FALSE
"ENSDART00000130801.3"	"ENSDARG00000003854"	"acsl1b"	FALSE
"ENSDART00000130888.4"	"ENSDARG00000052094"	"notch1b_t3"	FALSE
"ENSDART00000131075.3"	"ENSDARG00000089245"	"dusp23b"	FALSE
"ENSDART00000131126.5"	"ENSDARG00000070864"	"bcl6aa_g3t1"	TRUE
"ENSDART00000131296.4"	"ENSDARG00000016994"	"SSRP1_t3"	TRUE
"ENSDART00000131536.2"	"ENSDARG00000028335"	"hmga1a_t1"	TRUE
"ENSDART00000131775.3"	"ENSDARG00000042133"	"si:dkey-51e6.1"	FALSE
"ENSDART00000131857.3"	"ENSDARG00000004074"	"BACH2"	TRUE
"ENSDART00000132028.3"	"ENSDARG00000039490"	"pitpnaa"	FALSE
"ENSDART00000132050.2"	"ENSDARG00000026053"	"HLTF_t2"	TRUE
"ENSDART00000132184.3"	"ENSDARG00000054978"	"KIFC3_t5"	FALSE
"ENSDART00000132662.3"	"ENSDARG00000004169"	"stmn1a_t2"	FALSE
"ENSDART00000132683.2"	"ENSDARG00000036298"	"rps13_t1"	FALSE
"ENSDART00000132741.2"	"ENSDARG00000057121"	"c7b"	FALSE
"ENSDART00000132761.2"	"ENSDARG00000004034"	"arhgdig_t2"	FALSE
"ENSDART00000133160.3"	"ENSDARG00000094191"	"nup37_t2"	FALSE
"ENSDART00000133171.3"	"ENSDARG00000058693"	"cast_t6"	FALSE
"ENSDART00000133356.2"	"ENSDARG00000089981"	"rnf146_t2"	FALSE
"ENSDART00000133507.3"	"ENSDARG00000117051"	"spega_g1t1"	FALSE
"ENSDART00000133517.2"	"ENSDARG00000074894"	"MYORG_g2t1"	FALSE
"ENSDART00000133599.3"	"ENSDARG00000016177"	"eif4enif1_t3"	FALSE
"ENSDART00000133882.3"	"ENSDARG00000017500"	"rock2a_t2"	FALSE
"ENSDART00000134271.2"	"ENSDARG00000071014"	"s100u"	FALSE
"ENSDART00000134293.3"	"ENSDARG00000028379"	"trub2"	FALSE
"ENSDART00000134651.3"	"ENSDARG00000060929"	"rnf220a_t6"	FALSE
"ENSDART00000134697.2"	"ENSDARG00000003281"	"pik3ip1"	FALSE
